title;author;url;year;rate;ratings;genres;synopsis;decade
Red Planet;Robert A. Heinlein;https://www.goodreads.com/book/show/50843.Red_Planet;1949;3.83;10585;['Science Fiction', 'Fiction', 'Young Adult', 'Classics', 'Science Fiction Fantasy', 'Audiobook', 'Adventure'];Jim Marlow and his strange-looking Martian friend Willis were allowed to travel only so far. But one day Willis unwittingly tuned into a treacherous plot that threatened all the colonists on Mars, and it set Jim off on a terrfying adventure that could save--or destroy--them all!From the Paperback edition.;1940
Earth Abides;George R. Stewart;https://www.goodreads.com/book/show/93269.Earth_Abides;1949;3.95;30371;['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Apocalyptic', 'Dystopia', 'Classics', 'Science Fiction Fantasy'];A disease of unparalleled destructive force has sprung up almost simultaneously in every corner of the globe, all but destroying the human race. One survivor, strangely immune to the effects of the epidemic, ventures forward to experience a world without man. What he ultimately discovers will prove far more astonishing than anything he'd either dreaded or hoped for.;1940
1984;George Orwell;https://www.goodreads.com/book/show/61439040-1984;1949;4.19;4768162;['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Politics', 'Novels'];A masterpiece of rebellion and imprisonment where war is peace freedom is slavery and Big Brother is watching Thought Police Big Brother Orwellian These words have entered our vocabulary because of George Orwell s classic dystopian novel 1984 The story of one man s nightmare odyssey as he pursues a forbidden love affair through a world ruled by warring states and a power structure that controls not only information but also individual thought and memory 1984 is a prophetic haunting tale More relevant than ever before 1984 exposes the worst crimes imaginable the destruction of truth freedom and individuality With a foreword by Thomas Pynchon With a foreword by Thomas Pynchon A masterpiece of rebellion and imprisonment where war is peace freedom is slavery and Big Brother is watching View our feature on George Orwell s 1984 Thought Police Big Brother Orwellian These words have entered our vocabulary because of George Orwell s classic dystopian novel 1984 The story of one man s nightmare odyssey as he pursues a forbidden love affair through a world ruled by warring states and a power structure that controls not only information but also individual thought and memory 1984 is a prophetic haunting tale More relevant than ever before 1984 exposes the worst crimes imaginable the destruction of truth freedom and individuality This beautiful paperback edition features deckled edges and french flaps a perfect gift for any occasionAlternate cover edition can be found here.;1940
Farmer in the Sky;Robert A. Heinlein;https://www.goodreads.com/book/show/50851.Farmer_in_the_Sky;1950;3.78;9942;['Science Fiction', 'Fiction', 'Young Adult', 'Hugo Awards', 'Space', 'Science Fiction Fantasy', 'Adventure'];Bill knew his destiny lay in the stars, but how was he to get there?George Lerner was shipping out for Ganymede to join the fledgling colony, and Bill wanted to go along. But his father would not hear of it -- far too dangerous a mission!Bill finally talked his way aboard the colony ship Mayflower -- and discovered his father was right!;1950
Pebble in the Sky;Isaac Asimov;https://www.goodreads.com/book/show/41820.Pebble_in_the_Sky;1950;3.9;25292;['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Classics', 'Space Opera', 'Audiobook', 'Fantasy'];One moment Joseph Schwartz is a happily retired tailor in 1949 Chicago. The next he's a helpless stranger on Earth during the heyday of the first Galactic Empire. Earth, he soon learns, is a backwater, just a pebble in the sky, despised by all the other 200 million planets of the Empire because its people dare to claim it's the original home of man. And Earth is poor, with great areas of radioactivity ruining much of its soil--so poor that everyone is sentenced to death at the age of sixty.Joseph Schwartz is sixty-two.This is young Isaac Asimov's first novel, full of wonders and ideas, the book that launched the novels of the Galactic Empire, culminating in the Foundation books and novels. It is also one of that select group of SF adventures that since the early 1950s has hooked generations of teenagers on reading science fiction. This is Golden Age SF at its finest.;1950
The Martian Chronicles;Ray Bradbury;https://www.goodreads.com/book/show/76778.The_Martian_Chronicles;1950;4.15;267602;['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook'];The strange and wonderful tale of man’s experiences on Mars, filled with intense images and astonishing visions. Now part of the Voyager Classics collection.The Martian Chronicles tells the story of humanity’s repeated attempts to colonize the red planet. The first men were few. Most succumbed to a disease they called the Great Loneliness when they saw their home planet dwindle to the size of a fist. They felt they had never been born. Those few that survived found no welcome on Mars. The shape-changing Martians thought they were native lunatics and duly locked them up.But more rockets arrived from Earth, and more, piercing the hallucinations projected by the Martians. People brought their old prejudices with them – and their desires and fantasies, tainted dreams. These were soon inhabited by the strange native beings, with their caged flowers and birds of flame.Contents:Rocket SummerYllaThe Summer NightThe Earth MenThe TaxpayerThe Third Expedition-And the Moon Be Still As BrightThe SettlersThe Green MorningThe LocustsNight MeetingThe ShoreInterimThe MusiciansWay in the Middle of the AirThe Naming of NamesUsher IIThe Old OnesThe MartianThe Luggage StoreThe Off SeasonThe WatchersThe Silent TownsThe Long YearsThere Will Come Soft RainsThe Million Year Picnic;1950
I, Robot;Isaac Asimov;https://www.goodreads.com/book/show/41804.I_Robot;1950;4.21;353251;['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook'];"Isaac Asimov's I, Robot launches readers on an adventure into a not-so-distant future where man and machine , struggle to redefinelife, love, and consciousness—and where the stakes are nothing less than survival. Filled with unforgettable characters, mind-bending speculation, and nonstop action, I, Robot is a powerful reading experience from one of the master storytellers of our time. I, ROBOT They mustn't harm a human being, they must obey human orders, and they must protect their own existence...but only so long as that doesn't violate rules one and two. With these Three Laws of Robotics, humanity embarked on perhaps its greatest adventure: the invention of the first positronic man. It was a bold new era of evolution that would open up enormous possibilities—and unforeseen risks. For the scientists who invented the earliest robots weren't content that their creations should ' remain programmed helpers, companions, and semisentient worker-machines. And soon the robots themselves; aware of their own intelligence, power, and humanity, aren't either. As humans and robots struggle to survive together—and sometimes against each other—on earth and in space, the future of both hangs in the balance. Human men and women confront robots gone mad, telepathic robots, robot politicians, and vast robotic intelligences that may already secretly control the world. And both are asking the same questions: What is human? And is humanity obsolete? In l, Robot Isaac Asimov changes forever our perception of robots, and human beings and updates the timeless myth of man's dream to play god. with all its rewards—and terrors.--front flap";1950
The Man Who Sold the Moon;Robert A. Heinlein;https://www.goodreads.com/book/show/16688.The_Man_Who_Sold_the_Moon;1950;3.9;10453;['Science Fiction', 'Fiction', 'Short Stories', 'Science Fiction Fantasy', 'Classics', 'Fantasy', 'Anthologies'];Hard to find;1950
The Dying Earth;Jack Vance;https://www.goodreads.com/book/show/951749.The_Dying_Earth;1950;3.89;9881;['Fantasy', 'Science Fiction', 'Fiction', 'Short Stories', 'Classics', 'Science Fiction Fantasy', 'Dying Earth'];Seekers of wisdom and beauty include lovely lost women, eccentric wizards and man-eating melancholy deodands. Twk-men ride dragonflies and trade information for salt. There are monsters and demons. Each being is morally ambiguous: the evil are charming, the good are dangerous.;1950
The Puppet Masters;Robert A. Heinlein;https://www.goodreads.com/book/show/7171856-the-puppet-masters;1951;3.88;33163;['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Horror', 'Classics', 'Audiobook', 'Aliens'];First came the news that a flying saucer had landed in Iowa. Then came the announcement that the whole thing was a hoax. End of story. Case closed.Except that two agents of the most secret intelligence agency in the U.S. government were on the scene and disappeared without reporting back. Then four more follow up agents also disappeared. So the head of the agency and his two top agents went in and managed to get out with their discovery: an invasion is underway by slug-like aliens who can touch a human and completely control his or her mind. What the humans know, they know. What the slugs want, no matter what, the human will do. And most of Iowa is already under their control.Sam Cavanaugh was one of the agents who discovered the truth. Unfortunately, that was just before he was taken over by one of the aliens and began working for the invaders, with no will of his own. And he has just learned that a high official in the Treasury Department is now under control of the aliens. Since the Treasury Department includes the Secret Service, which safeguards the President of the United States, control of the entire nation is near at hand.;1950
